"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 06 00:08:09 IST 2024","Sat Jan 06 00:08:42 IST 2024","33226","chromium","cart\combo\as580588\allsizes\as580588allsize.spec.ts","","","","Add all Skus of size Extra Large to cart Qty - 4",""
"passed","Sat Jan 06 00:02:21 IST 2024","Sat Jan 06 00:03:15 IST 2024","53773","chromium","cart\combo\as580588\allsizes\as580588allsize.spec.ts","","","","Add all Skus of size Extra Small to cart Qty - 2",""
"passed","Sat Jan 06 00:08:27 IST 2024","Sat Jan 06 00:08:59 IST 2024","31420","chromium","cart\combo\as580588\allsizes\as580588allsize.spec.ts","","","","Add all Skus of size Extra Large to cart Qty - 8",""
"passed","Sat Jan 06 00:05:16 IST 2024","Sat Jan 06 00:06:00 IST 2024","43250","chromium","cart\combo\as580588\allsizes\as580588allsize.spec.ts","","","","Add all Skus of size Medium to cart Qty - 2",""
"passed","Sat Jan 06 00:06:59 IST 2024","Sat Jan 06 00:07:36 IST 2024","36742","chromium","cart\combo\as580588\allsizes\as580588allsize.spec.ts","","","","Add all Skus of size Large to cart Qty - 4",""
"passed","Sat Jan 06 00:04:28 IST 2024","Sat Jan 06 00:05:05 IST 2024","36304","chromium","cart\combo\as580588\allsizes\as580588allsize.spec.ts","","","","Add all Skus of size Small to cart Qty - 4",""
"passed","Sat Jan 06 00:05:43 IST 2024","Sat Jan 06 00:06:26 IST 2024","42786","chromium","cart\combo\as580588\allsizes\as580588allsize.spec.ts","","","","Add all Skus of size Medium to cart Qty - 4",""
"passed","Sat Jan 06 00:03:50 IST 2024","Sat Jan 06 00:04:28 IST 2024","38267","chromium","cart\combo\as580588\allsizes\as580588allsize.spec.ts","","","","Add all Skus of size Small to cart Qty - 1",""
"passed","Sat Jan 06 00:03:15 IST 2024","Sat Jan 06 00:03:50 IST 2024","34693","chromium","cart\combo\as580588\allsizes\as580588allsize.spec.ts","","","","Add all Skus of size Extra Small to cart Qty - 8",""
"passed","Sat Jan 06 00:07:36 IST 2024","Sat Jan 06 00:08:09 IST 2024","33661","chromium","cart\combo\as580588\allsizes\as580588allsize.spec.ts","","","","Add all Skus of size Extra Large to cart Qty - 1",""
"passed","Sat Jan 06 00:04:33 IST 2024","Sat Jan 06 00:05:16 IST 2024","42956","chromium","cart\combo\as580588\allsizes\as580588allsize.spec.ts","","","","Add all Skus of size Small to cart Qty - 8",""
"passed","Sat Jan 06 00:06:26 IST 2024","Sat Jan 06 00:06:59 IST 2024","32989","chromium","cart\combo\as580588\allsizes\as580588allsize.spec.ts","","","","Add all Skus of size Large to cart Qty - 1",""
"passed","Sat Jan 06 00:03:15 IST 2024","Sat Jan 06 00:03:55 IST 2024","39912","chromium","cart\combo\as580588\allsizes\as580588allsize.spec.ts","","","","Add all Skus of size Extra Small to cart Qty - 4",""
"passed","Sat Jan 06 00:07:11 IST 2024","Sat Jan 06 00:07:49 IST 2024","38451","chromium","cart\combo\as580588\allsizes\as580588allsize.spec.ts","","","","Add all Skus of size Large to cart Qty - 8",""
"passed","Sat Jan 06 00:02:21 IST 2024","Sat Jan 06 00:03:15 IST 2024","54043","chromium","cart\combo\as580588\allsizes\as580588allsize.spec.ts","","","","Add all Skus of size Extra Small to cart Qty - 1",""
"passed","Sat Jan 06 00:03:55 IST 2024","Sat Jan 06 00:04:33 IST 2024","38309","chromium","cart\combo\as580588\allsizes\as580588allsize.spec.ts","","","","Add all Skus of size Small to cart Qty - 2",""
"passed","Sat Jan 06 00:05:05 IST 2024","Sat Jan 06 00:05:43 IST 2024","38390","chromium","cart\combo\as580588\allsizes\as580588allsize.spec.ts","","","","Add all Skus of size Medium to cart Qty - 1",""
"passed","Sat Jan 06 00:07:50 IST 2024","Sat Jan 06 00:08:27 IST 2024","37472","chromium","cart\combo\as580588\allsizes\as580588allsize.spec.ts","","","","Add all Skus of size Extra Large to cart Qty - 2",""
"passed","Sat Jan 06 00:06:38 IST 2024","Sat Jan 06 00:07:11 IST 2024","33446","chromium","cart\combo\as580588\allsizes\as580588allsize.spec.ts","","","","Add all Skus of size Large to cart Qty - 2",""
"passed","Sat Jan 06 00:06:00 IST 2024","Sat Jan 06 00:06:38 IST 2024","37942","chromium","cart\combo\as580588\allsizes\as580588allsize.spec.ts","","","","Add all Skus of size Medium to cart Qty - 8",""
