"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Dec 30 01:17:58 IST 2023","Sat Dec 30 01:18:26 IST 2023","28207","chromium","pages\landingPage\freebox\screenshot\footer\deviceLarge.spec.ts","Amerisano LandingPage Page test Desktop Chrome","","","Freesample LP footer screenshot Desktop Chrome viewport: 1920x1080",""
"passed","Sat Dec 30 01:17:28 IST 2023","Sat Dec 30 01:17:58 IST 2023","30117","chromium","pages\landingPage\freebox\screenshot\footer\deviceLarge.spec.ts","Amerisano LandingPage Page test MacBook Air 2020 13","","","Freesample LP footer screenshot MacBook Air 2020 13 viewport: 1280x800",""
"passed","Sat Dec 30 01:18:26 IST 2023","Sat Dec 30 01:18:54 IST 2023","27384","chromium","pages\landingPage\freebox\screenshot\footer\deviceLarge.spec.ts","Amerisano LandingPage Page test Desktop Safari","","","Freesample LP footer screenshot Desktop Safari viewport: 1920x1080",""
"passed","Sat Dec 30 01:18:54 IST 2023","Sat Dec 30 01:19:16 IST 2023","21890","chromium","pages\landingPage\freebox\screenshot\footer\deviceLarge.spec.ts","Amerisano LandingPage Page test ultrawide FHD","","","Freesample LP footer screenshot ultrawide FHD viewport: 2560x1080",""
"passed","Sat Dec 30 01:18:27 IST 2023","Sat Dec 30 01:18:57 IST 2023","30156","chromium","pages\landingPage\freebox\screenshot\footer\deviceLarge.spec.ts","Amerisano LandingPage Page test Desktop Edge HiDPI","","","Freesample LP footer screenshot Desktop Edge HiDPI viewport: 1280x1024",""
"passed","Sat Dec 30 01:17:28 IST 2023","Sat Dec 30 01:17:57 IST 2023","29067","chromium","pages\landingPage\freebox\screenshot\footer\deviceLarge.spec.ts","Amerisano LandingPage Page test Microsoft Surface","","","Freesample LP footer screenshot Microsoft Surface viewport: 1366x768",""
"passed","Sat Dec 30 01:17:57 IST 2023","Sat Dec 30 01:18:27 IST 2023","29979","chromium","pages\landingPage\freebox\screenshot\footer\deviceLarge.spec.ts","Amerisano LandingPage Page test Macbook Pro 15","","","Freesample LP footer screenshot Macbook Pro 15 viewport: 1440x900",""
