"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Dec 23 01:06:24 IST 2023","Sat Dec 23 01:07:27 IST 2023","63048","chromium","Forms\Login\password\password.spec.ts","Login Form on Desktop Edge HiDPI ","","","should not login, due to incorrect password Desktop Edge HiDPI",""
"passed","Sat Dec 23 01:04:49 IST 2023","Sat Dec 23 01:05:40 IST 2023","51532","chromium","Forms\Login\password\password.spec.ts","Login Form on Microsoft Surface ","","","should not login, due to incorrect password Microsoft Surface",""
"passed","Sat Dec 23 01:06:02 IST 2023","Sat Dec 23 01:06:45 IST 2023","43128","chromium","Forms\Login\password\password.spec.ts","Login Form on Desktop Safari ","","","should not login, due to incorrect password Desktop Safari",""
"passed","Sat Dec 23 01:07:27 IST 2023","Sat Dec 23 01:08:00 IST 2023","33338","chromium","Forms\Login\password\password.spec.ts","Login Form on ultrawide FHD ","","","should not login, due to incorrect password ultrawide FHD",""
"passed","Sat Dec 23 01:05:40 IST 2023","Sat Dec 23 01:06:24 IST 2023","43416","chromium","Forms\Login\password\password.spec.ts","Login Form on Macbook Pro 15 ","","","should not login, due to incorrect password Macbook Pro 15",""
"passed","Sat Dec 23 01:04:49 IST 2023","Sat Dec 23 01:06:02 IST 2023","73278","chromium","Forms\Login\password\password.spec.ts","Login Form on MacBook Air 2020 13 ","","","should not login, due to incorrect password MacBook Air 2020 13",""
"passed","Sat Dec 23 01:06:45 IST 2023","Sat Dec 23 01:07:32 IST 2023","47131","chromium","Forms\Login\password\password.spec.ts","Login Form on Desktop Chrome ","","","should not login, due to incorrect password Desktop Chrome",""
