"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 06 00:30:58 IST 2024","Sat Jan 06 00:31:28 IST 2024","30342","chromium","cart\combo\as588600\allsizes\as588600allsize.spec.ts","","","","Add all Skus of size Extra Large to cart Qty - 1",""
"passed","Sat Jan 06 00:26:40 IST 2024","Sat Jan 06 00:27:11 IST 2024","30458","chromium","cart\combo\as588600\allsizes\as588600allsize.spec.ts","","","","Add all Skus of size Extra Small to cart Qty - 2",""
"passed","Sat Jan 06 00:27:40 IST 2024","Sat Jan 06 00:28:16 IST 2024","36068","chromium","cart\combo\as588600\allsizes\as588600allsize.spec.ts","","","","Add all Skus of size Small to cart Qty - 2",""
"passed","Sat Jan 06 00:27:11 IST 2024","Sat Jan 06 00:27:39 IST 2024","27953","chromium","cart\combo\as588600\allsizes\as588600allsize.spec.ts","","","","Add all Skus of size Extra Small to cart Qty - 8",""
"passed","Sat Jan 06 00:28:46 IST 2024","Sat Jan 06 00:29:20 IST 2024","33977","chromium","cart\combo\as588600\allsizes\as588600allsize.spec.ts","","","","Add all Skus of size Medium to cart Qty - 1",""
"passed","Sat Jan 06 00:28:51 IST 2024","Sat Jan 06 00:29:25 IST 2024","34169","chromium","cart\combo\as588600\allsizes\as588600allsize.spec.ts","","","","Add all Skus of size Medium to cart Qty - 2",""
"passed","Sat Jan 06 00:30:00 IST 2024","Sat Jan 06 00:30:29 IST 2024","28095","chromium","cart\combo\as588600\allsizes\as588600allsize.spec.ts","","","","Add all Skus of size Large to cart Qty - 2",""
"passed","Sat Jan 06 00:30:29 IST 2024","Sat Jan 06 00:31:02 IST 2024","33721","chromium","cart\combo\as588600\allsizes\as588600allsize.spec.ts","","","","Add all Skus of size Large to cart Qty - 8",""
"passed","Sat Jan 06 00:31:02 IST 2024","Sat Jan 06 00:31:32 IST 2024","30038","chromium","cart\combo\as588600\allsizes\as588600allsize.spec.ts","","","","Add all Skus of size Extra Large to cart Qty - 2",""
"passed","Sat Jan 06 00:31:28 IST 2024","Sat Jan 06 00:31:59 IST 2024","31293","chromium","cart\combo\as588600\allsizes\as588600allsize.spec.ts","","","","Add all Skus of size Extra Large to cart Qty - 4",""
"passed","Sat Jan 06 00:31:32 IST 2024","Sat Jan 06 00:32:03 IST 2024","30858","chromium","cart\combo\as588600\allsizes\as588600allsize.spec.ts","","","","Add all Skus of size Extra Large to cart Qty - 8",""
"passed","Sat Jan 06 00:26:40 IST 2024","Sat Jan 06 00:27:11 IST 2024","30358","chromium","cart\combo\as588600\allsizes\as588600allsize.spec.ts","","","","Add all Skus of size Extra Small to cart Qty - 1",""
"passed","Sat Jan 06 00:27:39 IST 2024","Sat Jan 06 00:28:12 IST 2024","32723","chromium","cart\combo\as588600\allsizes\as588600allsize.spec.ts","","","","Add all Skus of size Small to cart Qty - 1",""
"passed","Sat Jan 06 00:28:12 IST 2024","Sat Jan 06 00:28:46 IST 2024","34629","chromium","cart\combo\as588600\allsizes\as588600allsize.spec.ts","","","","Add all Skus of size Small to cart Qty - 4",""
"passed","Sat Jan 06 00:30:28 IST 2024","Sat Jan 06 00:30:58 IST 2024","29954","chromium","cart\combo\as588600\allsizes\as588600allsize.spec.ts","","","","Add all Skus of size Large to cart Qty - 4",""
"passed","Sat Jan 06 00:29:20 IST 2024","Sat Jan 06 00:29:54 IST 2024","33877","chromium","cart\combo\as588600\allsizes\as588600allsize.spec.ts","","","","Add all Skus of size Medium to cart Qty - 4",""
"passed","Sat Jan 06 00:27:11 IST 2024","Sat Jan 06 00:27:40 IST 2024","29073","chromium","cart\combo\as588600\allsizes\as588600allsize.spec.ts","","","","Add all Skus of size Extra Small to cart Qty - 4",""
"passed","Sat Jan 06 00:29:25 IST 2024","Sat Jan 06 00:30:00 IST 2024","35192","chromium","cart\combo\as588600\allsizes\as588600allsize.spec.ts","","","","Add all Skus of size Medium to cart Qty - 8",""
"passed","Sat Jan 06 00:28:16 IST 2024","Sat Jan 06 00:28:51 IST 2024","35157","chromium","cart\combo\as588600\allsizes\as588600allsize.spec.ts","","","","Add all Skus of size Small to cart Qty - 8",""
"passed","Sat Jan 06 00:29:54 IST 2024","Sat Jan 06 00:30:28 IST 2024","33282","chromium","cart\combo\as588600\allsizes\as588600allsize.spec.ts","","","","Add all Skus of size Large to cart Qty - 1",""
