"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 06 00:48:04 IST 2024","Sat Jan 06 00:48:48 IST 2024","43954","chromium","cart\as580\allsizes\as580allsize.spec.ts","","","","Add all Skus of size Extra Small to cart Qty - 4",""
"passed","Sat Jan 06 00:51:59 IST 2024","Sat Jan 06 00:52:28 IST 2024","29128","chromium","cart\as580\allsizes\as580allsize.spec.ts","","","","Add all Skus of size Extra Large to cart Qty - 2",""
"passed","Sat Jan 06 00:48:05 IST 2024","Sat Jan 06 00:48:49 IST 2024","44043","chromium","cart\as580\allsizes\as580allsize.spec.ts","","","","Add all Skus of size Extra Small to cart Qty - 8",""
"passed","Sat Jan 06 00:49:21 IST 2024","Sat Jan 06 00:49:48 IST 2024","27405","chromium","cart\as580\allsizes\as580allsize.spec.ts","","","","Add all Skus of size Small to cart Qty - 4",""
"passed","Sat Jan 06 00:48:49 IST 2024","Sat Jan 06 00:49:21 IST 2024","31874","chromium","cart\as580\allsizes\as580allsize.spec.ts","","","","Add all Skus of size Small to cart Qty - 2",""
"passed","Sat Jan 06 00:51:30 IST 2024","Sat Jan 06 00:51:59 IST 2024","28777","chromium","cart\as580\allsizes\as580allsize.spec.ts","","","","Add all Skus of size Large to cart Qty - 8",""
"passed","Sat Jan 06 00:51:26 IST 2024","Sat Jan 06 00:51:55 IST 2024","29113","chromium","cart\as580\allsizes\as580allsize.spec.ts","","","","Add all Skus of size Large to cart Qty - 4",""
"passed","Sat Jan 06 00:47:21 IST 2024","Sat Jan 06 00:48:05 IST 2024","43489","chromium","cart\as580\allsizes\as580allsize.spec.ts","","","","Add all Skus of size Extra Small to cart Qty - 2",""
"passed","Sat Jan 06 00:49:25 IST 2024","Sat Jan 06 00:49:59 IST 2024","34038","chromium","cart\as580\allsizes\as580allsize.spec.ts","","","","Add all Skus of size Small to cart Qty - 8",""
"passed","Sat Jan 06 00:52:28 IST 2024","Sat Jan 06 00:52:56 IST 2024","28245","chromium","cart\as580\allsizes\as580allsize.spec.ts","","","","Add all Skus of size Extra Large to cart Qty - 8",""
"passed","Sat Jan 06 00:47:21 IST 2024","Sat Jan 06 00:48:04 IST 2024","42610","chromium","cart\as580\allsizes\as580allsize.spec.ts","","","","Add all Skus of size Extra Small to cart Qty - 1",""
"passed","Sat Jan 06 00:51:01 IST 2024","Sat Jan 06 00:51:30 IST 2024","29303","chromium","cart\as580\allsizes\as580allsize.spec.ts","","","","Add all Skus of size Large to cart Qty - 2",""
"passed","Sat Jan 06 00:51:55 IST 2024","Sat Jan 06 00:52:23 IST 2024","28153","chromium","cart\as580\allsizes\as580allsize.spec.ts","","","","Add all Skus of size Extra Large to cart Qty - 1",""
"passed","Sat Jan 06 00:50:28 IST 2024","Sat Jan 06 00:51:01 IST 2024","32255","chromium","cart\as580\allsizes\as580allsize.spec.ts","","","","Add all Skus of size Medium to cart Qty - 4",""
"passed","Sat Jan 06 00:49:59 IST 2024","Sat Jan 06 00:50:28 IST 2024","29179","chromium","cart\as580\allsizes\as580allsize.spec.ts","","","","Add all Skus of size Medium to cart Qty - 2",""
"passed","Sat Jan 06 00:50:29 IST 2024","Sat Jan 06 00:50:56 IST 2024","27826","chromium","cart\as580\allsizes\as580allsize.spec.ts","","","","Add all Skus of size Medium to cart Qty - 8",""
"passed","Sat Jan 06 00:50:56 IST 2024","Sat Jan 06 00:51:26 IST 2024","29343","chromium","cart\as580\allsizes\as580allsize.spec.ts","","","","Add all Skus of size Large to cart Qty - 1",""
"passed","Sat Jan 06 00:52:23 IST 2024","Sat Jan 06 00:52:55 IST 2024","32186","chromium","cart\as580\allsizes\as580allsize.spec.ts","","","","Add all Skus of size Extra Large to cart Qty - 4",""
"passed","Sat Jan 06 00:48:48 IST 2024","Sat Jan 06 00:49:25 IST 2024","37438","chromium","cart\as580\allsizes\as580allsize.spec.ts","","","","Add all Skus of size Small to cart Qty - 1",""
"passed","Sat Jan 06 00:49:48 IST 2024","Sat Jan 06 00:50:28 IST 2024","40425","chromium","cart\as580\allsizes\as580allsize.spec.ts","","","","Add all Skus of size Medium to cart Qty - 1",""
