"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 29 19:10:32 IST 2023","Fri Dec 29 19:11:04 IST 2023","31669","chromium","pages\orderPage\screenshot\as580\deviceLarge.spec.ts","Amerisano Order Page test Desktop Chrome","","","AS580 form screenshot Desktop Chrome viewport: 1920x1080",""
"passed","Fri Dec 29 19:10:59 IST 2023","Fri Dec 29 19:11:26 IST 2023","27244","chromium","pages\orderPage\screenshot\as580\deviceLarge.spec.ts","Amerisano Order Page test Desktop Safari","","","AS580 form screenshot Desktop Safari viewport: 1920x1080",""
"passed","Fri Dec 29 19:11:26 IST 2023","Fri Dec 29 19:11:50 IST 2023","23852","chromium","pages\orderPage\screenshot\as580\deviceLarge.spec.ts","Amerisano Order Page test ultrawide FHD","","","AS580 form screenshot ultrawide FHD viewport: 2560x1080",""
"passed","Fri Dec 29 19:10:30 IST 2023","Fri Dec 29 19:10:59 IST 2023","28735","chromium","pages\orderPage\screenshot\as580\deviceLarge.spec.ts","Amerisano Order Page test Macbook Pro 15","","","AS580 form screenshot Macbook Pro 15 viewport: 1440x900",""
"passed","Fri Dec 29 19:09:58 IST 2023","Fri Dec 29 19:10:30 IST 2023","32165","chromium","pages\orderPage\screenshot\as580\deviceLarge.spec.ts","Amerisano Order Page test MacBook Air 2020 13","","","AS580 form screenshot MacBook Air 2020 13 viewport: 1280x800",""
"passed","Fri Dec 29 19:11:04 IST 2023","Fri Dec 29 19:11:35 IST 2023","31090","chromium","pages\orderPage\screenshot\as580\deviceLarge.spec.ts","Amerisano Order Page test Desktop Edge HiDPI","","","AS580 form screenshot Desktop Edge HiDPI viewport: 1280x1024",""
"passed","Fri Dec 29 19:09:58 IST 2023","Fri Dec 29 19:10:32 IST 2023","33963","chromium","pages\orderPage\screenshot\as580\deviceLarge.spec.ts","Amerisano Order Page test Microsoft Surface","","","AS580 form screenshot Microsoft Surface viewport: 1366x768",""
