"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 06 00:57:31 IST 2024","Sat Jan 06 00:57:54 IST 2024","23208","chromium","cart\as588\allsizes\as588allsize.spec.ts","","","","Add all Skus of size Large to cart Qty - 1",""
"passed","Sat Jan 06 00:58:19 IST 2024","Sat Jan 06 00:58:44 IST 2024","25166","chromium","cart\as588\allsizes\as588allsize.spec.ts","","","","Add all Skus of size Large to cart Qty - 8",""
"passed","Sat Jan 06 00:55:59 IST 2024","Sat Jan 06 00:56:30 IST 2024","31173","chromium","cart\as588\allsizes\as588allsize.spec.ts","","","","Add all Skus of size Small to cart Qty - 4",""
"passed","Sat Jan 06 00:55:32 IST 2024","Sat Jan 06 00:56:04 IST 2024","31980","chromium","cart\as588\allsizes\as588allsize.spec.ts","","","","Add all Skus of size Small to cart Qty - 2",""
"passed","Sat Jan 06 00:59:00 IST 2024","Sat Jan 06 00:59:26 IST 2024","25723","chromium","cart\as588\allsizes\as588allsize.spec.ts","","","","Add all Skus of size Extra Large to cart Qty - 4",""
"passed","Sat Jan 06 00:56:04 IST 2024","Sat Jan 06 00:56:35 IST 2024","30696","chromium","cart\as588\allsizes\as588allsize.spec.ts","","","","Add all Skus of size Small to cart Qty - 8",""
"passed","Sat Jan 06 00:56:30 IST 2024","Sat Jan 06 00:57:02 IST 2024","31678","chromium","cart\as588\allsizes\as588allsize.spec.ts","","","","Add all Skus of size Medium to cart Qty - 1",""
"passed","Sat Jan 06 00:55:28 IST 2024","Sat Jan 06 00:55:59 IST 2024","31122","chromium","cart\as588\allsizes\as588allsize.spec.ts","","","","Add all Skus of size Small to cart Qty - 1",""
"passed","Sat Jan 06 00:57:02 IST 2024","Sat Jan 06 00:57:31 IST 2024","28901","chromium","cart\as588\allsizes\as588allsize.spec.ts","","","","Add all Skus of size Medium to cart Qty - 4",""
"passed","Sat Jan 06 00:54:31 IST 2024","Sat Jan 06 00:55:03 IST 2024","32212","chromium","cart\as588\allsizes\as588allsize.spec.ts","","","","Add all Skus of size Extra Small to cart Qty - 1",""
"passed","Sat Jan 06 00:56:35 IST 2024","Sat Jan 06 00:57:07 IST 2024","31983","chromium","cart\as588\allsizes\as588allsize.spec.ts","","","","Add all Skus of size Medium to cart Qty - 2",""
"passed","Sat Jan 06 00:58:00 IST 2024","Sat Jan 06 00:58:35 IST 2024","34215","chromium","cart\as588\allsizes\as588allsize.spec.ts","","","","Add all Skus of size Large to cart Qty - 4",""
"passed","Sat Jan 06 00:57:54 IST 2024","Sat Jan 06 00:58:18 IST 2024","24263","chromium","cart\as588\allsizes\as588allsize.spec.ts","","","","Add all Skus of size Large to cart Qty - 2",""
"passed","Sat Jan 06 00:55:02 IST 2024","Sat Jan 06 00:55:28 IST 2024","25740","chromium","cart\as588\allsizes\as588allsize.spec.ts","","","","Add all Skus of size Extra Small to cart Qty - 4",""
"passed","Sat Jan 06 00:58:35 IST 2024","Sat Jan 06 00:59:00 IST 2024","25563","chromium","cart\as588\allsizes\as588allsize.spec.ts","","","","Add all Skus of size Extra Large to cart Qty - 1",""
"passed","Sat Jan 06 00:59:12 IST 2024","Sat Jan 06 00:59:37 IST 2024","25476","chromium","cart\as588\allsizes\as588allsize.spec.ts","","","","Add all Skus of size Extra Large to cart Qty - 8",""
"passed","Sat Jan 06 00:57:07 IST 2024","Sat Jan 06 00:58:00 IST 2024","53366","chromium","cart\as588\allsizes\as588allsize.spec.ts","","","","Add all Skus of size Medium to cart Qty - 8",""
"passed","Sat Jan 06 00:54:30 IST 2024","Sat Jan 06 00:55:02 IST 2024","31867","chromium","cart\as588\allsizes\as588allsize.spec.ts","","","","Add all Skus of size Extra Small to cart Qty - 2",""
"passed","Sat Jan 06 00:55:03 IST 2024","Sat Jan 06 00:55:32 IST 2024","29444","chromium","cart\as588\allsizes\as588allsize.spec.ts","","","","Add all Skus of size Extra Small to cart Qty - 8",""
"passed","Sat Jan 06 00:58:44 IST 2024","Sat Jan 06 00:59:12 IST 2024","27798","chromium","cart\as588\allsizes\as588allsize.spec.ts","","","","Add all Skus of size Extra Large to cart Qty - 2",""
