"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 29 19:23:23 IST 2023","Fri Dec 29 19:23:52 IST 2023","29153","chromium","pages\orderPage\screenshot\as600\deviceLarge.spec.ts","Amerisano Order Page test Desktop Edge HiDPI","","","AS600 form screenshot Desktop Edge HiDPI viewport: 1280x1024",""
"passed","Fri Dec 29 19:23:17 IST 2023","Fri Dec 29 19:23:40 IST 2023","23362","chromium","pages\orderPage\screenshot\as600\deviceLarge.spec.ts","Amerisano Order Page test Desktop Safari","","","AS600 form screenshot Desktop Safari viewport: 1920x1080",""
"passed","Fri Dec 29 19:22:56 IST 2023","Fri Dec 29 19:23:23 IST 2023","27111","chromium","pages\orderPage\screenshot\as600\deviceLarge.spec.ts","Amerisano Order Page test Desktop Chrome","","","AS600 form screenshot Desktop Chrome viewport: 1920x1080",""
"passed","Fri Dec 29 19:22:28 IST 2023","Fri Dec 29 19:22:54 IST 2023","26451","chromium","pages\orderPage\screenshot\as600\deviceLarge.spec.ts","Amerisano Order Page test Microsoft Surface","","","AS600 form screenshot Microsoft Surface viewport: 1366x768",""
"passed","Fri Dec 29 19:22:54 IST 2023","Fri Dec 29 19:23:17 IST 2023","22746","chromium","pages\orderPage\screenshot\as600\deviceLarge.spec.ts","Amerisano Order Page test Macbook Pro 15","","","AS600 form screenshot Macbook Pro 15 viewport: 1440x900",""
"passed","Fri Dec 29 19:23:40 IST 2023","Fri Dec 29 19:24:03 IST 2023","22459","chromium","pages\orderPage\screenshot\as600\deviceLarge.spec.ts","Amerisano Order Page test ultrawide FHD","","","AS600 form screenshot ultrawide FHD viewport: 2560x1080",""
"passed","Fri Dec 29 19:22:28 IST 2023","Fri Dec 29 19:22:55 IST 2023","27849","chromium","pages\orderPage\screenshot\as600\deviceLarge.spec.ts","Amerisano Order Page test MacBook Air 2020 13","","","AS600 form screenshot MacBook Air 2020 13 viewport: 1280x800",""
