"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 27 23:47:57 IST 2023","Wed Dec 27 23:48:29 IST 2023","32242","chromium","pages\landingPage\buy\screenshot\guarantee\deviceLarge.spec.ts","Amerisano/Buy LandingPage test Macbook Pro 15","","","Shipping Guarantee screenshot Macbook Pro 15",""
"passed","Wed Dec 27 23:48:30 IST 2023","Wed Dec 27 23:49:04 IST 2023","34091","chromium","pages\landingPage\buy\screenshot\guarantee\deviceLarge.spec.ts","Amerisano/Buy LandingPage test Desktop Edge HiDPI","","","Shipping Guarantee screenshot Desktop Edge HiDPI",""
"passed","Wed Dec 27 23:48:59 IST 2023","Wed Dec 27 23:49:23 IST 2023","24063","chromium","pages\landingPage\buy\screenshot\guarantee\deviceLarge.spec.ts","Amerisano/Buy LandingPage test ultrawide FHD","","","Shipping Guarantee screenshot ultrawide FHD",""
"passed","Wed Dec 27 23:47:15 IST 2023","Wed Dec 27 23:47:58 IST 2023","42950","chromium","pages\landingPage\buy\screenshot\guarantee\deviceLarge.spec.ts","Amerisano/Buy LandingPage test Microsoft Surface","","","Shipping Guarantee screenshot Microsoft Surface",""
"passed","Wed Dec 27 23:48:30 IST 2023","Wed Dec 27 23:48:59 IST 2023","29435","chromium","pages\landingPage\buy\screenshot\guarantee\deviceLarge.spec.ts","Amerisano/Buy LandingPage test Desktop Safari","","","Shipping Guarantee screenshot Desktop Safari",""
"passed","Wed Dec 27 23:47:58 IST 2023","Wed Dec 27 23:48:30 IST 2023","31263","chromium","pages\landingPage\buy\screenshot\guarantee\deviceLarge.spec.ts","Amerisano/Buy LandingPage test Desktop Chrome","","","Shipping Guarantee screenshot Desktop Chrome",""
"passed","Wed Dec 27 23:47:15 IST 2023","Wed Dec 27 23:47:57 IST 2023","41811","chromium","pages\landingPage\buy\screenshot\guarantee\deviceLarge.spec.ts","Amerisano/Buy LandingPage test MacBook Air 2020 13","","","Shipping Guarantee screenshot MacBook Air 2020 13",""
