"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 06 00:20:44 IST 2024","Sat Jan 06 00:21:20 IST 2024","36588","chromium","cart\combo\as580600\allsizes\as580600allsize.spec.ts","","","","Add all Skus of size Medium to cart Qty - 1",""
"passed","Sat Jan 06 00:21:26 IST 2024","Sat Jan 06 00:22:00 IST 2024","34119","chromium","cart\combo\as580600\allsizes\as580600allsize.spec.ts","","","","Add all Skus of size Medium to cart Qty - 8",""
"passed","Sat Jan 06 00:23:12 IST 2024","Sat Jan 06 00:23:49 IST 2024","37224","chromium","cart\combo\as580600\allsizes\as580600allsize.spec.ts","","","","Add all Skus of size Extra Large to cart Qty - 2",""
"passed","Sat Jan 06 00:19:39 IST 2024","Sat Jan 06 00:20:12 IST 2024","32914","chromium","cart\combo\as580600\allsizes\as580600allsize.spec.ts","","","","Add all Skus of size Small to cart Qty - 2",""
"passed","Sat Jan 06 00:20:12 IST 2024","Sat Jan 06 00:20:48 IST 2024","36539","chromium","cart\combo\as580600\allsizes\as580600allsize.spec.ts","","","","Add all Skus of size Small to cart Qty - 8",""
"passed","Sat Jan 06 00:19:03 IST 2024","Sat Jan 06 00:19:34 IST 2024","31359","chromium","cart\combo\as580600\allsizes\as580600allsize.spec.ts","","","","Add all Skus of size Extra Small to cart Qty - 8",""
"passed","Sat Jan 06 00:19:02 IST 2024","Sat Jan 06 00:19:39 IST 2024","36323","chromium","cart\combo\as580600\allsizes\as580600allsize.spec.ts","","","","Add all Skus of size Extra Small to cart Qty - 4",""
"passed","Sat Jan 06 00:19:34 IST 2024","Sat Jan 06 00:20:10 IST 2024","35424","chromium","cart\combo\as580600\allsizes\as580600allsize.spec.ts","","","","Add all Skus of size Small to cart Qty - 1",""
"passed","Sat Jan 06 00:23:49 IST 2024","Sat Jan 06 00:24:28 IST 2024","38849","chromium","cart\combo\as580600\allsizes\as580600allsize.spec.ts","","","","Add all Skus of size Extra Large to cart Qty - 8",""
"passed","Sat Jan 06 00:20:10 IST 2024","Sat Jan 06 00:20:44 IST 2024","33903","chromium","cart\combo\as580600\allsizes\as580600allsize.spec.ts","","","","Add all Skus of size Small to cart Qty - 4",""
"passed","Sat Jan 06 00:21:55 IST 2024","Sat Jan 06 00:22:30 IST 2024","35325","chromium","cart\combo\as580600\allsizes\as580600allsize.spec.ts","","","","Add all Skus of size Large to cart Qty - 1",""
"passed","Sat Jan 06 00:20:48 IST 2024","Sat Jan 06 00:21:26 IST 2024","37259","chromium","cart\combo\as580600\allsizes\as580600allsize.spec.ts","","","","Add all Skus of size Medium to cart Qty - 2",""
"passed","Sat Jan 06 00:18:27 IST 2024","Sat Jan 06 00:19:03 IST 2024","36173","chromium","cart\combo\as580600\allsizes\as580600allsize.spec.ts","","","","Add all Skus of size Extra Small to cart Qty - 2",""
"passed","Sat Jan 06 00:22:00 IST 2024","Sat Jan 06 00:22:35 IST 2024","34766","chromium","cart\combo\as580600\allsizes\as580600allsize.spec.ts","","","","Add all Skus of size Large to cart Qty - 2",""
"passed","Sat Jan 06 00:18:27 IST 2024","Sat Jan 06 00:19:02 IST 2024","35557","chromium","cart\combo\as580600\allsizes\as580600allsize.spec.ts","","","","Add all Skus of size Extra Small to cart Qty - 1",""
"passed","Sat Jan 06 00:23:06 IST 2024","Sat Jan 06 00:23:44 IST 2024","37313","chromium","cart\combo\as580600\allsizes\as580600allsize.spec.ts","","","","Add all Skus of size Extra Large to cart Qty - 1",""
"passed","Sat Jan 06 00:23:44 IST 2024","Sat Jan 06 00:24:24 IST 2024","40093","chromium","cart\combo\as580600\allsizes\as580600allsize.spec.ts","","","","Add all Skus of size Extra Large to cart Qty - 4",""
"passed","Sat Jan 06 00:22:30 IST 2024","Sat Jan 06 00:23:06 IST 2024","35924","chromium","cart\combo\as580600\allsizes\as580600allsize.spec.ts","","","","Add all Skus of size Large to cart Qty - 4",""
"passed","Sat Jan 06 00:21:21 IST 2024","Sat Jan 06 00:21:55 IST 2024","34294","chromium","cart\combo\as580600\allsizes\as580600allsize.spec.ts","","","","Add all Skus of size Medium to cart Qty - 4",""
"passed","Sat Jan 06 00:22:35 IST 2024","Sat Jan 06 00:23:12 IST 2024","36959","chromium","cart\combo\as580600\allsizes\as580600allsize.spec.ts","","","","Add all Skus of size Large to cart Qty - 8",""
