"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 27 23:45:45 IST 2023","Wed Dec 27 23:46:18 IST 2023","32494","chromium","pages\landingPage\buy\screenshot\footer\deviceLarge.spec.ts","Amerisano/Buy LandingPage test Desktop Safari","","","footer screenshot Desktop Safari",""
"passed","Wed Dec 27 23:44:45 IST 2023","Wed Dec 27 23:45:15 IST 2023","29816","chromium","pages\landingPage\buy\screenshot\footer\deviceLarge.spec.ts","Amerisano/Buy LandingPage test MacBook Air 2020 13","","","footer screenshot MacBook Air 2020 13",""
"passed","Wed Dec 27 23:45:15 IST 2023","Wed Dec 27 23:45:46 IST 2023","30870","chromium","pages\landingPage\buy\screenshot\footer\deviceLarge.spec.ts","Amerisano/Buy LandingPage test Desktop Chrome","","","footer screenshot Desktop Chrome",""
"passed","Wed Dec 27 23:45:46 IST 2023","Wed Dec 27 23:46:19 IST 2023","32458","chromium","pages\landingPage\buy\screenshot\footer\deviceLarge.spec.ts","Amerisano/Buy LandingPage test Desktop Edge HiDPI","","","footer screenshot Desktop Edge HiDPI",""
"passed","Wed Dec 27 23:45:15 IST 2023","Wed Dec 27 23:45:45 IST 2023","30218","chromium","pages\landingPage\buy\screenshot\footer\deviceLarge.spec.ts","Amerisano/Buy LandingPage test Macbook Pro 15","","","footer screenshot Macbook Pro 15",""
"passed","Wed Dec 27 23:46:18 IST 2023","Wed Dec 27 23:46:39 IST 2023","21508","chromium","pages\landingPage\buy\screenshot\footer\deviceLarge.spec.ts","Amerisano/Buy LandingPage test ultrawide FHD","","","footer screenshot ultrawide FHD",""
"passed","Wed Dec 27 23:44:45 IST 2023","Wed Dec 27 23:45:15 IST 2023","29781","chromium","pages\landingPage\buy\screenshot\footer\deviceLarge.spec.ts","Amerisano/Buy LandingPage test Microsoft Surface","","","footer screenshot Microsoft Surface",""
